"id","language","text","text_normalized","caesar","vigenere","sp_network","char_count"
"70","fr","Il ne faut pas confondre le mouvement et le progrès","Il ne faut pas confondre le mouvement et le progres","Lo qh idxw sdv frqirqguh oh prxyhphqw hw oh surjuhv","La ey ipln spj wrcwiqsiy ot dixkvghck yw av judxlhh","ce hT lwvt bhm szvubcspx vv yfdnmricq nz ef bitarqq","51"
"71","fr","Toute vérité n'est pas bonne à dire en tout lieu et en tout temps","Toute verite n'est pas bonne a dire en tout lieu et en tout temps","Wrxwh yhulwh q'hvw sdv erqqh d gluh hq wrxw olhx hw hq wrxw whpsv","Wdlnh kvlliv h'hhk jdh siqcv u gxiy hc kixi cchj vn hc kixi kypej","wfnBt tqiqvq t'izq nvq mfsax i crmd vv qnmv zrmw qi vm vqnc rnlhz","65"
"72","fr","Le monde souffre beaucoup non pas à cause des méchants mais des bons qui regardent","Le monde souffre beaucoup non pas a cause des mechants mais des bons qui regardent","Oh prqgh vrxiiuh ehdxfrxs qrq sdv d fdxvh ghv phfkdqwv pdlv ghv erqv txl uhjdughqw","Ot diqsv mrjwzut sydjtixe eiq erm d rrovt uyv bvwkpenv brcv svm edem tjz lhvrlgten","vp sYfox ijzpubc asvzlfpv rlo lux u yfucp kia biiwhknl miuo sfi ioll tzi pjtquwpdl","82"
"73","fr","L'histoire est un roman qui a été; le roman est de l'histoire qui aurait pu être","L'histoire est un roman qui a ete; le roman est de l'histoire qui aurait pu etre","O'klvwrluh hvw xq urpdq txl d hwh; oh urpdq hvw gh o'klvwrluh txl dxudlw sx hwuh","O'wzmwdzlh tjn xc iippe kxx r ywt; cy udduq tjn gt c'blhkilgv kxx roupzn sj vnut","o'bfYjtbjw pmq zv rvnhr hlc r ucp; fb maafw ppx zk d'mvqdtnnt iyr hruwaj wz psia","80"
"74","fr","La pauvreté n'est pas un vice, mais c'est une gêne considérable","La pauvrete n'est pas un vice, mais c'est une gene considerable","Od sdxyuhwh q'hvw sdv xq ylfh, pdlv f'hvw xqh jhqh frqvlghudeoh","Op guxkiywt e'yvi guv je plrv, gdxj w'hhk oqt xyqt tiqhzxhgrvot","ah nYdcrvcp v'bla idh zu ildt, ibrq f'zyq ncp pxrv xprqdxjiqupy","63"
"75","fr","Il vaut mieux tendre la main que de tendre le poing","Il vaut mieux tendre la main que de tendre le poing","Lo ydxw plhxa whqguh od pdlq txh gh whqguh oh srlqj","La muxi dchjo nhculh ar gdxe kxt uy wtexut cy sdzhj","ae vTom rfwzm qytqad er qunf lcp pr arblcp fa mqsjz","51"
"76","fr","Le monde est un livre et ceux qui ne voyagent pas n'en lisent qu'une page","Le monde est un livre et ceux qui ne voyagent pas n'en lisent qu'une page","Oh prqgh hvw xq olyuh hw fhxa txl qh yrbdjhqw sdv q'hq olvhqw tx'xqh sdjh","Ot diqsv yvi lh oxmlh tk whjo kxx ey ydpujten spj h'hc ccvten tj'lhh erah","vp sYfcx iqv ri ttyob pz qnnq ycr fr lachwphz lqs z'mm pqmwil qz'lpt equq","73"
"77","fr","Un amour qui dure toute la vie est peut-être une illusion nécessaire","Un amour qui dure toute la vie est peut-etre une illusion necessaire","Xq dprxu txl gxuh wrxwh od ylh hvw shxw-hwuh xqh looxvlrq qhfhvvdluh","Xc rgrji kxx uout kixiv fd kzy hhk jhjk-ywgv oqt zfojjcrc eyftjmdxiy","dm zRunu vyr prav angvn ri cfj zqz qncq-nydp big xjmzmyzc uloprgzcfv","68"
"78","fr","La mort ne surprend point le sage, il est toujours prêt à partir","La mort ne surprend point le sage, il est toujours pret a partir","Od pruw qh vxusuhqg srlqw oh vdjh, lo hvw wrxmrxuv suhw d sduwlu","Op diui ey vjijutex sdzhw av mdvv, co tjn wdldrjim sgvn d erlwxi","vh vYfc al zzpivral qfesj ob imip, fi wyz ffzbtouv wdls i tfurbv","64"
"79","fr","La grandeur de l'homme est grande en ce qu'il se connaît misérable","La grandeur de l'homme est grande en ce qu'il se connait miserable","Od judqghxu gh o'krpph hvw judqgh hq fh tx'lo vh frqqdlw plvhudeoh","Op xldcuyxg uy o'wfgpt vmw viuqsv yq rv kx'xc mh rfhqpzn pxjyupsfh","th mYrcfacd br a'dygop ihi abvcsu xi nx io'ru rm qqgwhrx jchzghasq","66"
"80","fr","On pardonne tout à ceux que l'on aime et rien à ceux qu'on n'aime pas","On pardonne tout a ceux que l'on aime et rien a ceux qu'on n'aime pas","Rq sdugrqqh wrxw d fhxa txh o'rq dlph hw ulhq d fhxa tx'rq q'dlph sdv","Rc guusfhqt kixi r whjo kxt c'iq pzgh tk llte u ftlr tj'fh q'pzgh erm","am sUdqagvp vxnb r unzp qyv r'md hpxj tq napp t lugt qz'hp g'dxjo lqu","69"
"81","fr","La jeunesse est une ivresse sans vin, et la vieillesse un vin sans ivresse","La jeunesse est une ivresse sans vin, et la vieillesse un vin sans ivresse","Od mhxqhvvh hvw xqh lyuhvvh vdqv ylq, hw od ylhloohvvh xq ylq vdqv lyuhvvh","Op ayxcvmvt vmw jey lkiyvhv mdcj plc, vn op mchxcfhhjy xc mcq hrhv xmlhhjy","ch mYeoriop zii cbl cnqtvoi ihmm fzw, ti mh ryogqmcqmq zm roq qrxu tiocqqz","74"
"82","fr","Il faut s'attendre à tout dans ce monde gouverné par le hasard","Il faut s'attendre a tout dans ce monde gouverne par le hasard","Lo idxw v'dwwhqguh d wrxw gdqv fh prqgh jrxyhuqh sdu oh kdvdug","La wuxi j'uwivhggv u wdln gpem ft diqsv arjmyucv jdg cy kpjuus","ae vTba r'zqvdbiad i wfhb todl vp sgfex iczmuoza icd hf manzsa","62"
"83","fr","Toujours prêt à souffrir et jamais prêt à vous plaindre","Toujours pret a souffrir et jamais pret a vous plaindre","Wrxmrxuv suhw d vrxiiulu hw mdpdlv suhw d yrxv sodlqguh","Wdldrjim sgvn d hfoiuicu tk ddbrcv eiyw p mixh gfdxexut","ffzBtouv wdqs i yfgmapvv fa nmklfu civv h qbog rdrrpfla","55"
"84","fr","La révolution est une idée qui a trouvé des baïonnettes","La revolution est une idee qui a trouve des baionnettes","Od uhyroxwlrq hvw xqh lghh txl d wurxyh ghv edlrqqhwwhv","Op iyydcowxfh hhk oqt zxht hol p klrjmy gtj vdxfhqtknhh","ch fYvycmqrqb gyq nrp pxjy qqt h ztncuo ipr dzqfgwpqxnq","55"
"85","fr","Le désespoir est une forme de certitude tranquille","Le desespoir est une forme de certitude tranquille","Oh ghvhvsrlu hvw xqh iruph gh fhuwlwxgh wudqtxlooh","Ot uyvtjjrxi yvi lhh uflpt uy ftinlilxh iiuqflcoav","cp pYazizcrv uvq itt apqgc ha wpvgvrtta vgqvmxteyi","50"
"86","fr","L'ennui naquit un jour de l'uniformité des pensées","L'ennui naquit un jour de l'uniformite des pensees","O'hqqxl qdtxlw xq mrxu gh o'xqliruplwh ghv shqvhhv","O'tehxx eutjzn xc aixg uy o'jecidigliv xhh gyqhvyv","q'prYla rlwzmp jv recd zr a'myldfvvvrt icq qqdcxii","50"
"87","fr","Ce qu'on fait pour soi meurt avec soi; ce qu'on fait pour les autres dure","Ce qu'on fait pour soi meurt avec soi; ce qu'on fait pour les autres dure","Fh tx'rq idlw srxu vrl phxuw dyhf vrl; fh tx'rq idlw srxu ohv dxwuhv gxuh","Ft ho'rc wuli gixg jil bvoui rphr jil; rv kx'de zdxk jrji fhh rowgvm gjiy","yp mG'qa ubvv dtdv rzy kvtih auvu uqz; nt ij'fr rlzf ngzq uvy quodzb icdv","73"
"88","fr","Il n'y a pas d'amour, il n'y a que des preuves d'amour","Il n'y a pas d'amour, il n'y a que des preuves d'amour","Lo q'b d sdv g'dprxu, lo q'b d txh ghv suhxyhv g'dprxu","La e's d erm g'pdixg, zf q'n r kxt uyv eiyxkvm g'pdixg","se l'T l ofu v'hddfg, rj n'w p xuc rac lnivori v'hddfr","54"
"89","fr","La raison est la servante du cœur et non son maître","La raison est la servante du coeur et non son maitre","Od udlvrq hvw od vhuydqwh gx frhxu hw qrq vrq pdlwuh","Op iulhfh hhk fd hvlypenh sl wrtll hi eiq hfh ppznut","ah qYvqtg gqq qn tfiwhscl bq ttpvu tv qlq qhx gwhjpa","51"
"90","fr","L'heure de la vérité arrive toujours, même quand on ne l'attend pas","L'heure de la verite arrive toujours, meme quand on ne l'attend pas","O'khxuh gh od yhulwh duulyh wrxmrxuv, phph txdqg rq qh o'dwwhqg sdv","O'wvout uy op myuxky dgicyt kixyfouh, dypt hodcu iq cv f'dikyqs guv","y'bpYic aa ch ryocan mdpfvv cnycqrgc, afyp mhqvf ag mv x'icfnas xdi","67"
"91","fr","La noblesse oblige et celui qui l'a doit la mériter","La noblesse oblige et celui qui l'a doit la meriter","Od qreohvvh reoljh hw fhoxl txl o'd grlw od phulwhu","Op eieavmvt fvoxxy hi tyojz kxx c'u gdzn op dyuxkyu","vh eYloliip rigcyr cv zqpny jar f'r mwdj ch ryfcana","51"
"92","fr","Trop de zèle dans les petites choses empêche de bien faire les grandes","Trop de zele dans les petites choses empeche de bien faire les grandes","Wurs gh choh gdqv ohv shwlwhv fkrvhv hpshfkh gh elhq idluh ohv judqghv","Wgfj gt qyot uuqh cyv evnlivm fwfmhh vgsttbh sv vlte zdxiy otj aupexhh","zdpB gc dxap qyac xmw lviioti obqggd qikpssp iq ijpr tlcfv eph yzralqq","70"
"93","fr","Il faut cultiver notre jardin avec patience et persévérance","Il faut cultiver notre jardin avec patience et perseverance","Lo idxw fxowlyhu qrwuh mduglq dyhf sdwlhqfh hw shuvhyhudqfh","La wuxi tooizphg eiwgv ddgucq pmyf ernltewh tk jhgjyytiuqrv","ae vTby rphvdyjv qlfdd bimfac hlxo wgubpptl zq ncdpqzacvuxi","59"
"94","fr","L'imitation est la plus sincère forme de flatterie","L'imitation est la plus sincere forme de flatterie","O'lplwdwlrq hvw od soxv vlqfhuh iruph gh iodwwhulh","O'xdcwpkcrc vmw ar jojj mlctyut wiubv xh ucuwivllt","m'rhYfmbnom eui zb uozm yzctpvp kabra ia avqmtbipt","50"
"95","fr","Le diable se cache dans les détails les plus insignifiants","Le diable se cache dans les details les plus insignifiants","Oh gldeoh vh fdfkh gdqv ohv ghwdlov ohv soxv lqvljqlildqwv","Ot ucdqcy vt tufwv xdcj fhh uywpzfv avm salm lcjcjczzlpenv","mp xYacfm ap biprg igmq fzc qaghebj oii oems tmtzjmhzjwtli","58"
"96","fr","Gouverner c'est choisir; choisir c'est agir selon sa conscience","Gouverner c'est choisir; choisir c'est agir selon sa conscience","Jrxyhuqhu f'hvw fkrlvlu; fkrlvlu f'hvw djlu vhorq vd frqvflhqfh","Jdlphgeyu r'vmw ryilhzl; fwfcvxi w'hhk ujxi mhafh vp tiqhtchcty","hfdZtcqlo u'uai vbctqbt; jmggbrq i'vaq nore zvqqg vh qipmxpcmqp","63"
"97","fr","La philosophie ne vise pas à accumuler des connaissances mais à clarifier la pensée","La philosophie ne vise pas a accumuler des connaissances mais a clarifier la pensee","Od sklorvrsklh qh ylvh sdv d dffxpxohu ghv frqqdlvvdqfhv pdlv d fodulilhu od shqvhh","Op gblafmreych cv plhv jdh r ufrlgxavl gtj wrceulhjuqrvm ppzm d rcuuxwchg cu stemht","kh eYdotgmlmuc hq izqq tia f uduegttri bpm dzaulaqutzoxi ohuh j afmmrdaba qm oppslq","83"
"98","fr","L'âme qui voit la beauté peut rester parfois seule","L'ame qui voit la beaute peut rester parfois seule","O'dph txl yrlw od ehdxwh shxw uhvwhu sduirlv vhxoh","O'pdy tjz prxk fd qvuxiv jhjk lhhkyu erlidzm vtlfh","c'hzY fhp jgrx un afizvz ritq ncqlqn tauofpv jgitq","50"
"99","fr","La mémoire est le journal que nous portons tous avec nous","La memoire est le journal que nous portons tous avec nous","Od phprluh hvw oh mrxuqdo txh qrxv sruwrqv wrxv dyhf qrxv","Op dypdzlh tjn ot aixgeuo fly qdlm sdinrcj nrjj uytt hrjj","ch fYfthjw ppq zv yeadgrl cyt offx twsvwmz uzau zqpz cpuz","57"
"100","fr","La gloire des grands hommes se mesure toujours aux moyens qu'ils ont employés","La gloire des grands hommes se mesure toujours aux moyens qu'ils ont employes","Od jorluh ghv judqgv krpphv vh phvxuh wrxmrxuv dxa prbhqv tx'lov rqw hpsorbhv","Op xfrxiy gtj aupexv wfgptj mh bvmxgv nrjaixgj uxm dibtem tj'zfv den hbgfrnvm","gh rYrcuv eph dzrald bpigoh zo kdqiwr ivzduear zvo prfokl gz'fpj wil gkwqdoui","77"
"101","fr","Le commencement de toutes les sciences c'est l'étonnement de ce que les choses sont ce qu'elles sont","Le commencement de toutes les sciences c'est l'etonnement de ce que les choses sont ce qu'elles sont","Oh frpphqfhphqw gh wrxwhv ohv vflhqfhv f'hvw o'hwrqqhphqw gh fh txh ohv fkrvhv vrqw fh tx'hoohv vrqw","Ot tipbvhftdyqi uy wdlnhh cyv htchctyv r'vmw a'vnrceypten gt ty tjv fhh tbrhvm vden ft ho'hacyv hfhw","vp kYpqhicpvgfc xa wfqbtc qmm qmipcqpo u'eii w'bicmpulwhl cp zd pgp ikq qqpoui wfpi ly gq'ceqqm qigb","100"
"102","fr","Toutes les passions nous font des fautes et en amour elles sont excusables","Toutes les passions nous font des fautes et en amour elles sont excusables","Wrxwhv ohv sdvvlrqv qrxv irqw ghv idxwhv hw hq dprxu hoohv vrqw hafxvdeohv","Wdlnhh cyv ermvxfhv cfov ufhw svm iplnhh vn hc rgrji yoavm vden hmtovpsfhh","wfqBtc qmo lriuqigy maig qigo shb iwvtwq mq id qucze uvoyi wfoi lyqpghqisq","74"
"103","fr","La vieillesse est une tyrannie exercée par le corps sur l'esprit","La vieillesse est une tyrannie exercee par le corps sur l'esprit","Od ylhloohvvh hvw xqh wbudqqlh hahufhh sdu oh frusv vxu o'hvsulw","Op mchxcfhhjy hhk oqt ksupehlt vrhgtyh erl ot tiuej mxg c'yveicw","mh rYogqmcqqq zyq nsp hxnqalup dticqpt lpq uv ypold azc r'mmlivb","64"
"104","fr","L'art est une collaboration entre Dieu et l'artiste","L'art est une collaboration entre Dieu et l'artiste","O'duw hvw xqh frooderudwlrq hqwuh Glhx hw o'duwlvwh","O'pin hhk oqt tioarvrgrnlde yqiiy Gxvo hi c'uuizmwt","w'hqY vyq nvp expiyuwdfuuct lcvrx vyDi av v'qmoajpb","51"
"105","fr","Le courage c'est de chercher la vérité et de la dire","Le courage c'est de chercher la verite et de la dire","Oh frxudjh f'hvw gh fkhufkhu od yhulwh hw gh od gluh","Ot tixgrah r'vmw sv wktiwkti fd kvlliv yw sv fd szlh","vp dYperuo u'sqi bb ibppnvgn vt nvfict ig ss bi tfjq","52"
"106","fr","L'imagination est la seule arme dans la guerre contre la réalité","L'imagination est la seule arme dans la guerre contre la realite","O'lpdjlqdwlrq hvw od vhxoh duph gdqv od jxhuuh frqwuh od uhdolwh","O'xdujxeuwxfh hhk fd hvoot rlpt uuqh cu jjvlut tiqiiy op iydaznh","a'rrYfazlqrqb ggq ny qpfit yuap qhaa xm tzpziv apcvhx vc yvwefjq","64"
"107","fr","Quand on se regarde, on se repent; quand on se compare, on se console","Quand on se regarde, on se repent; quand on se compare, on se console","Txdqg rq vh uhjdugh, rq vh uhshqw; txdqg rq vh frpsduh, rq vh frqvroh","Tjrhg de mh gvadguy, rc jy utgyqi; hodcu iq hv wrbguut, fh vt tiqhffh","qzfPu od le ddqicfa, cm pu zcadyv; mxqvf ab qk xiaudqp, pa gv ipgqxgq","69"
"108","fr","La liberté, liberté chérie, combats avec tes défenseurs","La liberte, liberte cherie, combats avec tes defenseurs","Od olehuwh, olehuwh fkhulh, frpedwv dyhf whv ghihqvhxuv","Op ccetinh, azvhgky fwvllt, tipqrnv pmyf ivm gtwyqhvouh","mh pYmwlvi, edqjcqn tbpgiv, tpwxhhu cioo vpg icdbyqqxia","55"
"109","fr","La gloire est le deuil éclatant du bonheur et l'ombre de la puissance","La gloire est le deuil eclatant du bonheur et l'ombre de la puissance","Od jorluh hvw oh ghxlo hfodwdqw gx erqkhxu hw o'rpeuh gh od sxlvvdqfh","Op xfrxiy hhk fh svola vwopkuqi uo edebhji yw a'fgegv xh ar jxxjmdcty","gh rYrcuv gqs qn yqibe htiaynyv fx akllcze qv d'bgrde li zq uormrzcfp","69"
"110","fr","L'art c'est le beau chemin par lequel l'artiste rentre dans la masse","L'art c'est le beau chemin par lequel l'artiste rentre dans la masse","O'duw f'hvw oh ehdx fkhplq sdu ohtxho o'duwlvwh uhqwuh gdqv od pdvvh","O'pin f'tjn ot sydj tbhbzh spi fhflyo a'rlwxjnh gvhwgv xdcj fd brmvt","w'hpY v'wgz cp zysk fpqkhq jgs vcgeqt t'yuwrdbz qqirdm bigf zo kpfui","68"
"111","fr","Heureux les simples d'esprit car le royaume des cieux est à eux","Heureux les simples d'esprit car le royaume des cieux est a eux","Khxuhxa ohv vlpsohv g'hvsulw fdu oh urbdxph ghv flhxa hvw d hxa","Ktllhjo fhh jcpecyv s'vmsgzn fpi fh gfsdjdy gtj wltlr hhk u hjo","tpzNtgq ymq lqzchmo s'diiwsj ghd gv sqgczpf fbd zupqt taq n zqy","63"
"112","fr","La vie sans amour c'est comme un arbre sans fleurs ni fruits","La vie sans amour c'est comme un arbre sans fleurs ni fruits","Od ylh vdqv dprxu f'hvw frpph xq dueuh vdqv iohxuv ql iuxlwv","Op mch hrhv pdixg t'yvi tipbv oq pivut juqh wfhjim qx wlxxkm","mh qYo qquv hdifc r'pvv kipyh ii hpxva azgq zxboqv tr rxborn","60"
"113","fr","Qui bien aime, bien châtie, dit le proverbe depuis des siècles","Qui bien aime, bien chatie, dit le proverbe depuis des siecles","Txl elhq dlph, elhq fkdwlh, glw oh suryhueh ghsxlv ghv vlhfohv","Tjz vlte ulbv, vlte wkpkch, szn ot glrkvlet uysjzm gtj mlttfhh","izp Pjat likp, tibt lmhsnn, wqj tp nydtuicp zlaosj opp dzgtpqq","62"
"114","fr","Ce n'est pas la révolte qui est noble, c'est l'acceptation courageuse","Ce n'est pas la revolte qui est noble, c'est l'acceptation courageuse","Fh q'hvw sdv od uhyrowh txl hvw qreoh, f'hvw o'dffhswdwlrq frxudjhxvh","Ft e'yvi guv ar lhkffwt hol tjn qdsfh, r'vmw a'rwftgndiziq rfoupxyxhv","cp v'Gla idt en iugqgyp pbq wtz gfuxs, o'qib e'pbuwgdvvufj yxgchqarri","69"
"115","fr","Vivre sans philosopher c'est vivre les yeux à moitié fermés","Vivre sans philosopher c'est vivre les yeux a moitie fermes","Ylyuh vdqv sklorvrskhu f'hvw ylyuh ohv bhxa d prlwlh ihuphv","Yxmlh hrhv eycodjiswvl f'tjn yxmlh avm btlr d bfcwxv zhgdyv","trqCo qqum lficvyztbps i'wgz treco oqi upkk t mfgjrd bicqfi","59"
"116","fr","La bonté est la seule chose que l'argent ne peut pas acheter","La bonte est la seule chose que l'argent ne peut pas acheter","Od erqwh hvw od vhxoh fkrvh txh o'dujhqw qh shxw sdv dfkhwhu","Op siqiv yvi cu vtlfh ryivt hoh a'rljten qt gyxi guv ptbhivl","vh vYscx iav pi mgitv upqcy iqt e'pquwzl cp vxda rdk hviptqi","60"
"117","fr","Le bonheur est dans le chemin, pas dans la destination","Le bonheur est dans le chemin, pas dans la destination","Oh erqkhxu hvw gdqv oh fkhplq, sdv gdqv od ghvwlqdwlrq","Ot siqwvou tjn gpem ot tbhbzh, spj xdcj fd svmwxeuwxfh","vp bYsyxiw pha zodl kp kypqqj, rhm szgf zo srfiablqrbg","54"
"118","fr","L'art de vivre consiste à sacrifier ce qu'on veut à ce qu'on désire","L'art de vivre consiste a sacrifier ce qu'on veut a ce qu'on desire","O'duw gh ylyuh frqvlvwh d vdfulilhu fh tx'rq yhxw d fh tx'rq ghvluh","O'pin gt mcygv wrcjcviv u vptlluzyu rv kx'de phjk u ft ho'rc uyvxiy","w'hpY vm dobdm cimuzavh i itipcautj na ih'fz rlaq n yp mg'qc uacriv","67"
"119","fr","La passion est un naufrage auquel on assiste depuis le rivage","La passion est un naufrage auquel on assiste depuis le rivage","Od sdvvlrq hvw xq qdxiudjh dxtxho rq dvvlvwh ghsxlv oh ulydjh","Op guvhziq tjn xc euxuiujt rotjvf rc rmvxjnh svjxxj fh gzpdvv","ah qYdvijw pmx za rlaaprvy zugzmp io uuwrsiz zqigrd rz hqjifi","61"
"120","fr","L'amour véritable est comme un drapeau planté sur la forteresse du cœur","L'amour veritable est comme un drapeau plante sur la forteresse du coeur","O'dprxu yhulwdeoh hvw frpph xq gudshdx sodqwh vxu od iruwhuhvvh gx frhxu","O'pdixg myuxkueav yvi tipbv oq siustro sarhwt jou ar zrgkyutjmh sl wrtll","v'hdYfc roareancl ivv kipyh ia spxvysu qepsuy bzj ed aucunopsaz bq ttput","71"
"121","fr","Ce monde est un livre dont chaque homme est une page","Ce monde est un livre dont chaque homme est une page","Fh prqgh hvw xq olyuh grqw fkdtxh krpph hvw xqh sdjh","Ft diqsv yvi lh oxmlh sfhw ryutjv brbdy hhk oqt gujt","vp sGfcx iqv ri ttyoq suqg abckzk picuf yqp qna xdpz","52"
"122","fr","La souffrance ennoblit; le bonheur, parfois, dégrade","La souffrance ennoblit; le bonheur, parfois, degrade","Od vrxiiudqfh hqqreolw; oh erqkhxu, sduirlv, ghjudgh","Op jixuwldcty hceieazn; ot siqwvou, erlidzm, gtxldsv","vh aYztrbcmmf pvqlwepl; jv ysyblxi, tauofpv, jtdrsfi","52"
"123","fr","Lire c'est boire et manger; l'esprit qui ne lit pas maigrit comme le corps","Lire c'est boire et manger; l'esprit qui ne lit pas maigrit comme le corps","Oluh f'hvw erluh hw pdqjhu; o'hvsulw txl qh olw sdv pdljulw frpph oh frusv","Oxiy f'tjn edzlh tk gdcxyu; a'vmsgzn tjz hh azn spj gdxxlli tipbv fh rflsh","crpY v'wgz tfplj dq ncmefr; o'aiwdzs jqp jw ehq jds ztrvfrv tpgku hi tqgqs","74"
"124","fr","On ne choisit pas sa famille mais on choisit ses amis","On ne choisit pas sa famille mais on choisit ses amis","Rq qh fkrlvlw sdv vd idplooh pdlv rq fkrlvlw vhv dplv","Rc ey fwfcvxk jdh ju ipdcoav gdxj iq ryilhzn vtj upxj","cm bU lmggzrq ina fz mhevfdy ivru fz vxcwqpt jai zrhz","53"
"125","fr","La mort n'est rien, mais vivre vaincu et sans gloire c'est mourir chaque jour","La mort n'est rien, mais vivre vaincu et sans gloire c'est mourir chaque jour","Od pruw q'hvw ulhq, pdlv ylyuh ydlqfx hw vdqv jorluh f'hvw prxulu fkdtxh mrxu","Op diui e'yvi ichc, dulh mcygv pdxewx tk mdcj aodzlh r'vmw bfouxi wkphoh yfou","vh vYfc a'lmv miva, qfmq dtohc ibrpfl or nemf fztyjo u'kqi ybgbrh avynqy cqga","77"
"126","fr","Ce que l'on pense rarement se formule aussi bien en paroles qu'en actes","Ce que l'on pense rarement se formule aussi bien en paroles qu'en actes","Fh txh o'rq shqvh uduhphqw vh irupxoh dxvvl elhq hq sdurohv tx'hq dfwhv","Ft hoh a'fh stemh grlhbvhw hv zrgdoot rovhz vlte yq erlravm tj'vh drkyv","yp eGq q'qg opdsl tquqkqqi jb iydpufy yuiqp ijct lt lexuoui qz'up icfni","71"
"127","pt","O amor é o dom mais precioso que o ser humano possui","O amor e o dom mais precioso que o ser humano possui","R dpru h r grp pdlv suhflrvr txh r vhu kxpdqr srvvxl","R pdiu t f xrb dulh glhrzivd hoh d jyu wlgdcf jrhjol","v hpUf r a gak quft tdvufqjy iqc f bqz datzmq fgyuzt","52"
"128","pt","O tempo cura as feridas que a razão não consegue sarar","O tempo cura as feridas que a razao nao consegue sarar","R whpsr fxud dv ihulgdv txh d udcdr qdr frqvhjxh vdudu","R ivgsd toup rm iticgpj kxt r ldori qpf wrcjyjjv mdgrl","d vfUiy spoh pa umvvnhp dzt r uvyhf ubx gcmzuzoz itdfu","54"
"129","pt","O homem que sabe e que não age é como um livro fechado","O homem que sabe e que nao age e como um livro fechado","R krphp txh vdeh h txh qdr djh h frpr xp olyur ihfkdgr","R wfghb hoh hrvh t hoh cri dvv y fddi xb ccygf zhryugd","d bkUgy qqi qpqu y qqv miq ucf i vfkg fm rmjdu cgaqcfd","54"
"130","pt","O amor verdadeiro é como um espírito: todos falam dele mas poucos o viram","O amor verdadeiro e como um espirito: todos falam dele mas poucos o viram","R dpru yhugdghlur h frpr xp hvslulwr: wrgrv idodp ghoh pdv srxfrv r yludp","R pdiu kvlgpuylgf y fddi xb vmsxicwd: kigdj zdarg gtcy ppj jrjtiv d mcupd","v hnUf taichddact g vfkg fo rimrfsvv: bnjfe dzdfu cphd mzh zvzfup m iohaf","73"
"131","pt","O silêncio é mais eloquente do que qualquer palavra humana","O silencio e mais eloquente do que qualquer palavra humana","R vlohqflr h pdlv hortxhqwh gr txh txdotxhu sdodyud kxpdqd","R hzfhctcr t dulh vfrflyqiv xr fly tjrftjvl spcuygr bxbrhd","g qmUjmqpa p qufg ticgvutrx ic gzu tgputzhp iasmkdk cuqruf","58"
